title,itemtype,deweyClass,Counts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Word by word English Chinese Ying Han tu jie zi dian",bcbk,423.951,373,0,0,0,0,0,0,66,85,64,61,50,36,11
"Merriam Websters collegiate dictionary",acbk,423,373,24,21,55,70,57,40,38,15,14,8,13,10,8
"Pimsleur language programs Portuguese Brazilian II A the complete course",accd,469.8,372,45,32,40,40,34,34,26,37,33,18,17,9,7
"professor and the madman a tale of murder insanity and the making of the Oxford English dictionary",acbk,423.092,370,0,0,0,0,0,0,35,71,59,64,49,55,37
"Domine lo bÃ‚Â sico inglÃ¢Â€Âšs Master the basics of English for Spanish speakers",bcbk,428.2461,370,20,64,69,48,25,55,54,24,4,1,6,0,0
"Crossroads cafÃ¢Â€Âš Video set A",bcdvd,428.34,368,0,17,69,73,36,53,49,26,23,12,7,3,0
"AdiÃ‚Â¢s accent correcting English pronunciation problems of Spanish speakers",bcdvd,421.54,368,0,63,90,69,35,33,20,10,23,18,4,3,0
"Word book learning the words in your world",jcbk,428.1,368,0,0,0,0,0,38,123,85,43,30,27,15,7
"Pimsleur language programs Japanese II A the complete course",accd,495.68342,366,64,41,53,48,33,34,34,30,19,8,2,0,0
"Teach me everyday Japanese Volume 1",jcbk,495.68342,363,0,0,0,50,50,47,40,42,41,36,25,21,10
"bug in the jug wants a hug a short vowel sounds book",jcbk,428.13,361,0,0,0,36,56,54,53,48,39,36,19,13,7
"French for dummies",acbk,448.3421,361,40,38,32,71,82,62,18,12,6,0,0,0,0
"To root to toot to parachute what is a verb",jcbk,428.2,361,38,26,41,34,40,52,32,31,19,19,12,10,7
"American accent training a guide to speaking and pronouncing American English for everyone who speaks English as a second language",bcbk,421.54,360,0,0,0,0,0,0,0,55,95,78,75,42,15
"Hairy scary ordinary what is an adjective",jcbk,428.2,360,39,30,47,32,36,45,33,30,11,24,15,13,5
Spanish,jcdvd,468.30832,359,0,0,69,106,53,36,31,26,12,11,3,7,5
"Kids love Spanish Volume 6 Animals",jcdvd,468.3421,358,0,0,92,69,52,40,25,27,22,11,11,6,3
"Curious Georges dictionary",jcbk,423.1,358,0,0,11,91,81,61,42,22,16,19,10,2,3
"Play learn Chinese with Mei Mei 1",jcdvd,495.1824,356,0,44,85,61,54,41,27,15,7,8,8,6,0
"Improve your English English in everyday life",bcbk,428.34,356,0,0,0,0,0,0,73,88,77,28,48,30,12
"Collins French dictionary",acbk,443.21,355,24,20,13,14,13,22,53,55,42,30,20,28,21
"French II B the complete course",accd,448.3421,355,0,0,0,0,0,0,0,18,82,90,67,60,38
"Speak to me interactive English learning system Set 3",bcdvd,428.34,353,0,0,0,70,89,52,39,31,23,24,18,5,2
"Que duermas bien Sweet dreams",jcdvd,468.34,353,14,98,85,56,40,25,15,6,7,2,4,1,0
"Brainy baby Spanish simple words phrases",jcdvd,468.2421,352,98,87,46,42,25,18,14,11,6,5,0,0,0
"Oxford picture dictionary English Spanish inglÃ¢Â€Âšs espaÃ‚Â¤ol",bcbk,423.61,351,25,34,68,86,59,45,14,8,5,3,2,2,0
"only grammar book youll ever need a one stop source for every writing assignment",acbk,428.2,350,0,0,0,0,33,53,45,53,41,48,37,26,14
"French for children course book",jcbk,448.2421,349,0,0,0,0,0,81,53,57,47,34,39,27,11
"Spanish IVA the complete course",accd,468.3421,348,0,0,0,0,0,2,30,77,60,68,45,44,22
"Easy English",bccd,428.24,347,0,79,81,65,52,31,15,6,7,5,2,3,1
"Grammar in use intermediate self study reference and practice for students of North American English with answers",bcbk,428.24,346,0,0,0,0,84,88,65,34,33,17,10,8,7
"Tengo hambre I am hungry",jcdvd,468.34,345,42,96,69,56,35,16,12,12,6,1,0,0,0
"Grammar essentials for dummies",acbk,428.2,345,0,0,0,0,34,66,67,56,59,26,14,14,9
"More true stories a high beginning reader",bcbk,428.64,344,0,1,8,21,62,54,46,59,29,14,27,15,8
"Muzzy level II Spanish",jcdvd,468.3421,342,43,71,78,55,35,21,22,11,6,0,0,0,0
"everything learning Italian book speak write and understand basic Italian in no time",acbk,458.2421,340,0,0,0,23,48,63,36,33,45,25,32,25,10
"Speed reading for dummies",acbk,428.432,340,0,0,0,6,31,44,69,63,43,35,19,21,9
"Spanish made simple",acbk,468.2421,340,0,0,0,43,61,60,44,30,27,30,27,14,4
"Getting ahead in the U S",bccd,428.34,338,0,0,46,53,35,18,49,55,33,21,17,8,3
"Teach me everyday German Volume 1",jcbk,438.3421,338,0,0,0,37,47,44,40,43,37,35,26,19,10
"Complete Spanish for Americans Basic Intermediate level",acbk,468.2421,337,0,0,0,52,66,53,40,45,33,22,19,7,0
"complete idiots guide to learning French",acbk,448.34,337,0,0,0,58,79,52,35,20,38,30,18,7,0
"Parlez vous Francais learning to speak French beyond the basics",acdvd,448.3421,336,0,0,0,48,70,59,48,40,29,22,10,6,4
"Teach me everyday Spanish Volume 2 Celebrating the seasons",jcbk,468.3421,335,0,0,0,0,34,69,54,47,39,28,31,21,12
"Muzzy Chinese Level I",jcdvd,495.18342,334,54,57,66,54,40,28,22,9,4,0,0,0,0
"Norwegian Part A the complete course I",accd,439.82824,331,0,0,43,52,42,32,43,31,29,24,17,15,3
"101 American English riddles understanding language and culture through humor",bcbk,427,331,0,42,69,71,44,42,24,13,7,12,4,1,2
"Spanish picture dictionary",jcbk,463.21,331,0,0,0,0,0,0,0,23,86,74,66,52,30
"In the know understanding and using idioms",bcbk,428.24,330,0,11,62,62,51,41,31,25,24,9,7,4,3
"lime a mime a pool of slime more about nouns",jcbk,428.1,328,0,55,46,26,48,38,38,20,13,14,13,12,5
"Vocabulary in use intermediate 100 units of vocabulary practice in North American English with answers",bcbk,427.973,327,0,0,0,0,0,0,45,80,60,53,36,36,17
"Play learn Chinese with Mei Mei 2",jcdvd,495.1824,326,0,39,79,53,47,40,31,14,4,5,6,6,2
"Italian demystified",acbk,458.2421,325,0,0,0,28,26,56,47,41,33,26,26,27,15
"Learning Chinese characters a revolutionary new way to learn and remember the 800 most basic Chinese characters",acbk,495.111,325,0,0,0,0,54,51,40,43,32,28,29,23,22
"Reading writing Chinese a comprehensive guide to the Chinese writing system",acbk,495.18242,324,0,0,0,0,13,36,51,46,57,34,38,37,10
"Korean Part B the complete course I",accd,495.78342,324,21,41,55,45,31,22,30,25,11,11,15,12,4
"Listen to me beginning listening speaking pronuncation",bccd,428.34,324,0,0,0,0,53,71,54,56,45,15,14,11,5
"Day by day English for employment communication",bcbk,428.34,324,0,0,0,0,56,66,48,59,58,15,10,7,5
"EASY at work unit 7 Job interviews",bcdvd,428.34,324,0,0,0,0,53,82,53,58,34,27,8,5,4
"Heinle picture dictionary English EspaÃ‚Â¤ol",bcbk,463.21,323,5,42,43,36,24,16,10,21,43,38,23,22,0
"Stop drop and flop in the slop a short vowel sounds book with consonant blends",jcbk,428.13,322,0,0,0,35,53,64,47,34,28,27,23,10,1
"Improve your American English accent",bckit,421.6,322,0,0,64,74,58,44,27,17,19,5,4,9,1
"Pimsleur language programs French II A the complete course",accd,448.3421,322,50,49,47,35,33,33,31,21,23,0,0,0,0
"French plus",accd,448.3421,321,0,0,0,29,75,44,41,40,19,18,18,27,10
"Painless English for speakers of other languages",bcbk,428.0071,320,0,0,0,0,57,68,38,44,45,24,27,10,7
French,accd,448.3421,320,133,93,70,23,1,0,0,0,0,0,0,0,0
"504 absolutely essential words",bcbk,428.1,320,21,20,18,15,10,8,4,39,73,34,42,22,14
"Side by side TV 1A",bcdvd,428.34,319,0,31,36,32,14,56,40,29,23,26,16,12,4
"InglÃ¢Â€Âšs de hoy Conversational English for Spanish speakers",bcdvd,428.3461,318,43,57,73,37,26,16,15,29,13,7,1,1,0
"German for babies toddlers and preschoolers Disc 2 Wake up smiling",jcdvd,438.3421,317,0,0,0,0,60,62,35,38,41,25,33,17,6
"Even more true stories an intermediate reader",bcbk,428.64,316,13,3,4,12,49,39,38,58,29,19,22,19,11
"My first book of Japanese words",jcbk,495.6321,313,0,0,0,0,66,47,36,31,31,31,31,24,12
"Learn Chinese lets go to market in China",jcdvd,495.18342,313,0,0,0,43,58,44,38,34,30,22,14,19,11
"Essential words for the TOEFL test of English as a foreign language",acbk,428.0076,311,0,0,0,0,0,40,63,71,58,37,22,15,5
"Pimsleur language programs Japanese II B the complete course",accd,495.68342,310,54,39,44,44,23,29,30,25,22,0,0,0,0
"Barrons practice exercises for the TOEFL test of English as a foreign language",acbk,428.0076,309,0,0,0,0,0,41,67,53,58,52,21,12,5
"Pronounce it perfectly in English",bckit,428.34,309,0,0,71,69,62,42,21,18,16,8,1,1,0
"Easy Italian step by step Master high frequency grammar for Italian proficiency fast",acbk,458.2421,309,0,0,0,33,49,57,34,39,33,23,21,14,6
"German for babies toddlers and preschoolers Disc 3 Playtime",jcdvd,438.3421,308,0,0,0,0,64,57,48,36,26,25,25,21,6
"Smart start for kids ABCs",jcdvd,428.1,308,0,0,0,78,72,63,32,27,14,7,5,5,5
"Websters New World pocket Spanish Dictionary",acbk,463.21,308,0,0,41,61,64,33,29,20,15,18,14,7,6
"Billy and Benboo The monsters and the magic wand Bili he Banbu Guai wu he mo bang",jcdvd,495.1834,308,82,55,63,46,30,19,9,4,0,0,0,0,0
"nice mice in the rice a long vowel sounds book",jcbk,428.13,307,0,0,0,37,51,53,47,29,24,31,17,17,1
"Italian Disc 3 Playtime",jcdvd,458.3421,306,0,0,0,33,71,57,42,32,30,18,12,9,2
"secret life of pronouns what our words say about us",acbk,425.55,306,0,0,0,0,0,25,116,54,44,30,17,13,7
"Easy true stories a picture based beginning reader",bcbk,428.64,306,8,11,19,30,50,35,33,31,17,16,22,20,14
"history of the English language",accd,420.9,306,4,41,58,44,31,30,18,19,14,21,15,6,5
"Twenty odd ducks why every punctuation mark counts",jcbk,428.2,305,0,0,0,56,52,35,42,44,22,19,14,14,7
"Cantamos y aprendemos con JosÃ¢Â€Âš Luis Orozco",jcdvd,468.3421,304,79,60,42,35,33,25,20,9,1,0,0,0,0
"Spanish in plain English",acbk,468.2421,304,0,0,0,38,53,45,24,43,25,26,23,20,7
"Pimsleur language programs Russian II B the complete course",accd,491.78242,303,32,26,44,31,34,34,29,9,16,11,15,10,11
"Usborne Internet linked first thousand words in Italian with Internet linked pronunciation guide",jcbk,458.2421,303,9,31,26,30,29,42,33,32,18,21,22,6,4
"Sister Bernadettes barking dog the quirky history and lost art of diagramming sentences",acbk,428.2,303,0,86,37,34,32,14,20,16,23,6,9,20,6
"Listen n learn Spanish with your favorite movies",acbk,468.2421,303,0,0,0,0,51,44,46,54,37,27,22,15,7
"Pimsleur language programs Russian III A the complete course",accd,491.78234,302,30,17,53,31,33,29,21,21,15,14,15,10,11
"EASY at work unit 1 Teresas new job",bcdvd,428.34,302,0,0,0,0,58,68,56,41,28,20,14,12,5
"English pronunciation made simple",bcbk,428.34,302,0,0,0,0,45,62,41,29,24,45,32,19,5
"Barrons E Z Spanish grammar",acbk,468.2421,302,0,0,0,0,45,48,33,25,32,49,40,26,4
"Painless Spanish",acbk,468.2421,299,0,0,0,0,24,43,30,44,39,41,39,31,8
"Easy English step by step for ESL learners",bcbk,428.24,299,0,0,0,0,0,0,0,0,15,101,93,62,28
"Made in America an informal history of the English language in the United States",acbk,420.973,298,28,23,34,43,41,26,36,30,23,8,0,0,6
"Italian Part A the complete course II",accd,458.3421,298,0,0,0,0,0,0,0,21,70,68,55,54,30
"5 Minute Spanish",acbk,468.2421,298,0,0,0,0,61,53,41,46,33,28,22,14,0
"All about the USA 2 a cultural reader",bcbk,428.64,295,0,0,41,54,33,30,29,34,29,19,14,8,4
"Very easy true stories a picture based first reader",bcbk,428.64,295,12,18,16,29,46,45,26,44,29,11,7,9,3
"Teach me everyday French Volume 2 Celebrating the seasons",jcbk,448.3421,294,0,0,0,0,43,54,41,53,36,29,22,11,5
"My first dictionary",jcbk,423.17,294,0,0,0,0,0,0,35,91,69,45,28,21,5
"English for new Americans Health home and community",bckit,428.34,294,0,49,82,68,37,20,13,11,5,4,4,1,0
"German basic",accd,438.3421,292,72,44,51,34,24,27,21,16,3,0,0,0,0
"French in your face the only book to match 1001 smiles frowns and gestures to French expressions so you can learn to live the language",acbk,448.2421,292,0,0,0,22,49,56,43,35,34,22,14,11,6
"Cliffords big dictionary",jcbk,423.17,292,0,0,0,0,0,32,89,68,51,28,11,7,6
"Learn Chinese with Billy and Benboo",jcdvd,495.1,292,76,60,49,38,30,19,19,1,0,0,0,0,0
"30 days to great French",acbk,448.2421,292,0,0,0,0,49,53,51,32,30,32,19,18,8
"1000 French words",jcbk,448.2421,291,16,20,13,7,9,2,0,58,57,42,28,27,12
"True stories in the news a beginning reader",bcbk,428.64,291,0,0,0,8,63,43,40,46,35,16,19,13,8
"Italian the easy way",acbk,458.3421,291,37,30,30,44,35,37,16,13,21,8,9,7,4
"Our magnificent bastard tongue the untold history of English",acbk,420.9,290,0,0,5,101,61,21,19,20,21,12,14,7,9
"Arabic for babies toddlers and preschoolers Disc 1 Eating and drinking",jcdvd,492.7071,287,0,0,0,0,67,64,42,33,22,23,24,9,3
"All about the USA 3 a cultural reader",bcbk,428.64,286,0,0,35,45,34,43,37,43,23,13,5,6,2
"Barrons how to prepare for the TOEFL iBT test of English as a foreign language Internet based test",acbk,428.0076,285,51,76,75,48,18,8,9,0,0,0,0,0,0
"Ingles rapido y practico",bcbk,428.3461,285,38,55,61,75,32,7,4,3,5,1,1,3,0
"Barrons 1100 words you need to know",acbk,428.1,285,0,0,0,0,0,0,0,72,64,53,44,36,16
"All about the USA 1 a cultural reader",bcbk,428.64,284,0,0,44,49,29,26,26,38,34,12,12,10,4
"first 100 Chinese characters the quick and easy way to learn the basic Chinese characters",acbk,495.111,284,0,0,0,0,0,14,40,46,43,30,32,49,25
"Pimsleur language programs Portuguese Brazilian II B the complete course",accd,469.8,284,34,31,34,24,37,27,21,23,19,16,9,4,5
Grammar,jcbk,428.2,283,0,0,0,0,0,26,35,55,48,44,41,23,11
"Barrons E Z grammar",acbk,428.2,283,0,0,0,36,60,43,41,25,31,20,17,7,3
"EASY at work unit 6 Job skills qualifications",bcdvd,428.34,282,0,0,0,0,57,68,40,45,28,23,10,6,5
"Spanish made nice easy",acbk,468.3421,282,0,0,0,35,43,25,37,33,39,20,21,23,6
"Need to know Spanish InglÃ¢Â€Âšs indispensable",acbk,468.3421,281,0,0,0,30,68,68,32,26,17,16,18,6,0
"Dr Spoons baby talk DVD Volume 1 English French",jcdvd,448.3421,281,0,46,46,39,32,31,29,22,16,7,6,5,2
"Crossroads cafÃ¢Â€Âš Video set B",bcdvd,428.34,281,0,15,53,50,28,38,37,23,23,9,2,3,0
"Side by side Spanish English grammar",bcbk,468.2421,281,33,58,59,49,33,15,10,9,6,1,1,5,2
"Lets learn Japanese picture dictionary",jcbk,495.6321,280,41,27,39,29,25,27,26,20,14,13,13,6,0
"EASY at work unit 2 A tour of the hotel",bcdvd,428.34,279,0,0,0,0,52,73,46,45,24,16,14,8,1
"Early start Mandarin Chinese Volume 6 Happy birthday",jcdvd,495.18342,279,0,0,0,36,84,51,37,31,14,14,7,3,2
"Spanish IVB the complete course",accd,468.3421,279,0,0,0,0,0,1,40,41,42,55,37,41,22
"Watch learn French with Professor Toto Part II Professor Totos house",jcdvd,448.3421,278,0,78,68,55,40,16,14,7,0,0,0,0,0
"Side by side Book 1 Student book",bccd,428.34,278,0,0,0,21,36,47,42,40,35,23,13,15,6
"I and you and dont forget who what is a pronoun",jcbk,428.2,278,35,33,34,15,40,36,24,20,14,8,13,5,1
"Speak English like an American Hable inglÃ¢Â€Âšs como los americanos",bcbk,428.2461,277,0,15,51,54,51,33,15,21,17,8,6,6,0
"Fun with numbers",jcdvd,428.2,276,60,47,45,36,27,21,16,14,8,2,0,0,0
"InglÃ¢Â€Âšs para dummies",bcbk,428.2461,276,0,9,56,74,23,31,27,22,9,13,11,1,0
"Learning English steps 1 2 3",bcdvd,428.3461,275,0,0,0,0,0,0,29,78,61,45,33,18,11
"Barrons E Z English",acbk,428.2,274,0,0,0,31,67,57,39,28,24,11,4,6,7
"Monkey business",jcbk,428,273,38,34,44,37,34,30,25,14,5,5,6,0,1
"Italian the plus course",accd,458.3421,273,0,0,0,0,23,63,48,44,36,23,14,15,7
"first 100 Chinese characters the quick and easy method to learn the 100 most basic Chinese characters",acbk,495.111,272,0,0,0,0,17,27,43,36,39,32,33,27,17
"English for new Americans",bccd,428.24,272,0,0,0,0,0,30,69,60,50,30,24,5,4
"Survival English English through conversations book 1",bcbk,428.34,271,0,26,71,57,43,31,12,11,13,3,2,1,1
"Word smart how to build an educated vocabulary",acbk,428.1,269,0,0,0,0,0,0,0,67,87,46,45,24,0
"Kids love Spanish Volume 4 Food",jcdvd,468.3421,269,0,0,98,57,32,32,18,19,9,4,0,0,0
"Usborne French dictionary for beginners",jcbk,443.21,266,0,0,0,0,18,46,28,46,42,27,21,23,15
"InglÃ¢Â€Âšs para conversar",bccd,428.34,264,0,0,0,92,39,40,39,29,11,7,6,1,0
"Essentials of English",acbk,428.2,264,29,20,48,48,40,18,12,17,10,8,7,5,2
"Play learn Chinese with Mei Mei 3",jcdvd,495.1824,262,0,41,66,42,40,32,20,7,2,1,3,6,2
"Under over by the clover what is a preposition",jcbk,428.2,261,28,25,24,23,22,37,31,29,14,12,6,7,3
"girls like spaghetti why you cant manage without apostrophes",jcbk,428.2,261,0,37,47,34,22,26,21,21,20,12,8,8,5
"Early start Mandarin Chinese Volume 5 Sports and games",jcdvd,495.18342,261,0,0,0,31,78,49,31,26,15,14,9,8,0
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",jcdvd,492.7071,261,0,0,0,0,51,50,40,40,31,21,18,5,2
"French made nice easy",acbk,448.3421,261,0,0,0,28,35,29,25,33,34,28,20,25,4
"All about the USA 4 a cultural reader",bcbk,428.64,261,0,0,33,44,34,33,25,40,23,14,6,7,2
"Learn Arabic the fast and fun way",acbk,492.7,260,0,0,0,32,33,38,25,26,29,20,25,18,10
"Pimsleur language programs Norwegian the short course",accd,439.82824,260,0,0,31,35,27,28,28,29,20,20,12,15,15
"English grammar for dummies",acbk,428.2,259,0,0,0,0,44,55,45,46,22,17,10,1,19
"Fluent English",bckit,428.34,259,0,70,70,51,31,13,7,6,4,4,2,1,0
"Improve your English English in the workplace",bcbk,428.34,258,0,0,0,0,0,0,67,59,49,27,27,17,12
"Painless grammar",acbk,428.007,258,0,0,10,56,47,49,33,21,15,16,5,6,0
"German demystified",acbk,438.2421,257,0,0,0,24,26,28,30,27,16,36,33,28,9
"Mom Dad me aprendemos EspaÃ‚Â¤ol",jcdvd,468.3421,256,0,0,64,48,32,30,23,30,15,9,3,2,0
"thing on the wing can sing ashort vowel sounds book with consonant digraphs",jcbk,428.13,256,0,0,0,27,38,43,47,28,26,24,7,13,3
"Teach me everyday Italian Volume 1",jcbk,458.3421,254,0,0,0,46,43,31,21,19,24,19,25,11,15
"English interactive for beginners Mandarin",bcdvd,428,254,0,50,64,54,35,21,9,7,4,3,4,3,0
"EASY at work unit 4 The hotel kitchen",bcdvd,428.34,254,0,0,0,0,50,70,44,40,22,17,9,2,0
"Pimsleur language programs Dutch I A the complete course",accd,439.31834,254,0,0,27,37,28,24,18,24,26,21,22,16,11
"French the complete course IV Part A",accd,448.3421,254,0,0,0,0,0,0,0,0,49,85,48,45,27
"Small medium large a book about relative sizes",jcbk,428.1,253,0,0,0,0,0,6,75,44,36,41,21,25,5
"Do you speak American",acdvd,427.973,253,9,68,75,28,18,12,12,15,16,0,0,0,0
"Adentro y afuera Inside and out",jcdvd,468.3421,252,0,0,0,0,0,0,0,50,52,68,45,28,9
"Muzzy Chinese Level II",jcdvd,495.18342,251,27,34,47,34,30,27,29,10,6,5,2,0,0
"Longman ESL literacy",bcbk,428.24,251,0,39,40,39,31,25,12,11,9,15,14,12,4
"frail snail on the trail a long vowel sounds book with consonant blends",jcbk,428.13,251,0,0,0,34,33,40,41,23,24,27,15,11,3
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",jcdvd,492.7071,250,0,0,0,0,52,47,38,45,27,19,16,5,1
"Vocabulary in use high intermediate 100 units of vocabulary practice in North American English with answers",bcbk,427.973,250,0,0,0,0,0,0,37,57,49,33,24,31,19
"Muzzy German",jcdvd,438.3421,249,28,39,44,43,30,20,14,8,9,7,7,0,0
"French the complete course IV Part B",accd,448.3421,249,0,0,0,0,0,0,0,0,44,78,50,46,31
"cats pajamas",jcbk,428,249,0,0,0,0,31,42,47,31,40,30,14,9,5
"Dearly nearly insincerely what is an adverb",jcbk,428.2,249,19,16,26,24,25,24,27,27,15,16,11,14,5
"All new very easy true stories a picture based first reader",bcbk,428.64,249,0,0,0,9,41,40,43,32,25,13,22,16,8
"Word by word English Spanish diccionario ilustrado de InglÃ¢Â€Âšs",bcbk,423.61,248,0,20,35,54,28,20,14,7,11,17,30,12,0
"Speak Mandarin Chinese with confidence",acbk,495.18342,248,0,0,0,0,20,57,41,38,31,20,21,14,5
"InglÃ¢Â€Âšs sin barreras 2 ConociÃ¢Â€Âšndonos mÃ‚Â s el video maestro de InglÃ¢Â€Âšs conversacional",bckit,428.3461,247,0,42,63,53,33,23,15,10,4,4,0,0,0
